id,text,labels
13117,Sáng dậy bt. Đọc xong thấy suy tiếp lun 😒,"[25, 21]"
31482,nên khóc trận trước chứ trận đó đối thủ vừa tầm hơn mà để thua dễ quá còn trận này v là hay r,"[20, 25]"
16366,"rõ ràng bà này muốn giết nhỏ này ngay từ đầu nên mới thủ dao sẵn, có lẽ bã biết nhỏ này có tiền, bởi đi làm ăn buôn bán thì chạy xe cà tàn thôi.. có tiền cũng không nên cho ai biết.. các bạn biết vì sao người giàu họ sống khép kín và hầu như không tiếp xúc với người lạ nơi vắng vẻ rồi đó..🙏","[16, 24, 23]"
3384,tấu hài cực mạnh,[0]
tik012407,nếu đc quay lại e sống cho riêng e,"[18, 4]"
11298,Vô trách nhiệm cả một hệ thống. Các ng chỉ chịu trách nhiệm một thời gian còn gia đình ng ta vĩnh viễn mất đi một đứa con. Mang 9 tháng banh da xẻ thịt sinh ra rồi bị các ng giết chết con ng ta. Mỗi khi đọc về những cái chết của trẻ con vì bị tác động hay vì sự vô trách nhiệm ntn tôi như muốn nghẹt thở và rất phẩn nộ,"[22, 24, 23]"
red000338,Biết hối hận!,[18]
873,lớp xuất hiện thứ âm binh,"[13, 20, 23]"
tik023314,thu hút khách du lịch đứng thứ 3 ASEAN mà đáng tự hào ??,[26]
x000988,@Gocnhocuabo Rất chí lí bạn nhỉ,[11]
you001149,❤❤❤ cảm ơn Thầy,"[3, 9]"
tik023734,Cứ việt nam là tym tự hào quá,"[7, 3]"
tik015113,nch khong dam nhin thang mat ngta,"[17, 19]"
5750,tao nhìn tao thấy ghê vcd ấy 😂😂,"[0, 23]"
23955,xinh,[8]
5904,haha tao trúng số thật này,"[0, 1, 2]"
24574,Chưa tính chi phí x2 x3 lên nữa :)),"[0, 25]"
4103,😭😭😭 sinh lão bệnh tử hẹn gặp kiếp sau,"[21, 22]"
17496,Hương Giang bạn kia đang cổ súy đàn bà ngoại tình đó 😃.,"[26, 0]"
26977,Chuyện gì cũng có thể tha thứ. Nhưng ngoại tình thì k bao giờ có thể tha. Lại còn làm mấy người chết oan,"[22, 23, 20]"
12548,"Rất nhiều mẹ ngoài đời cần xem và phải “sống lại đi” như chồng Thuận nói, gây áp lực cho chồng, con, chị dâu, cháu ruột,… để chỉ cho hàng phố thấy nhà mình thành đạt 🥲","[25, 20]"
30199,Vũ Tuấn Anh Dko đợt 2 ông xe ôm bị thằng cháu tôi nó đấm ko trượt phát nào ! Vì cái tội nói láo anh của nó ! Bị đấm xong la lên tự nhiên m đánh tao ! Cái nó bảo trên đời này làm j có cái j tự nhiên 😆😆,"[24, 25]"
863,immm,[25]
you000105,Camebuchia ngèo chết mẹ luôn,[23]
you002892,"&quot;Có mình ở đây và mình thương các bạn&quot;. Dù đây không phải là lần đầu tiên em nghe câu này nhưng mỗi lần nghe cảm giác cứ như lần đầu, rất gần gũi, thân thuộc và ấm áp. Tụi em cũng ở đây và thương chị ❤","[3, 6]"
339,wow sản phẩm tốt ngoài mong đợi luôn á,"[1, 2, 7]"
22755,Bóc lịch để vô đó mấy ảnh cho ăn đập trừ cơm,"[24, 25]"
30836,Đáng thương hơn đáng trách ...sao cứ chửi chị ấy thế....sao k nhốt nó lại luôn đi để đi ngoài đường rồi báo ngta,"[24, 26]"
4931,nước ngoài có đầy mà :)),"[2, 0]"
you003087,"2 câu hỏi mà người thiếu tự tin hay tự hỏi: &quot;sao mà mình làm được!&quot;, &quot;sao mà mình được làm!&quot; <br>* 4 týp nhanh gọn<br>1. Hiểu được quyền lợi, trách nhiệm của bản thân<br>2. Hỏi<br>3. Quan sát, xác nhận<br>4. Đừng cố vượt qua sự rụt rè, &quot; chân thành với cảm xúc của mình&quot;",[27]
tik003544,Mình có 1 chút tấm lòng muốn giúp 2 em mà bằng cách nào mọi người ơi,"[4, 6]"
2400,thông minh vãi,"[0, 8]"
you004416,Cho ng việt sang với nhà ở miễn phí là ok 😊,[0]
360,tao ở thanh hà và nhà tao không quả vải nào hết 😂,[0]
you003071,Thanks so much 😍,"[9, 3]"
tik018448,đi học đeo mắc tự ti liệu ai hiểu,[19]
5370,hello đồng nghiệp ;)))) không biết nghiệp gì thôi haha,[0]
you001123,mk xác nhận điều video chia sẻ rất tốt để giảm stress mà mk thường áp dụng mà mình thường gọi là “TẬP TRUNG VÀO HIỆN TẠI” cùng với hít thở sâu. ❤,[11]
4602,"chó chứ không phải người , rất mong pháp luật anh minh","[24, 26]"
77,chạm đáy nỗi đau 😞,"[20, 21, 22]"
6431,mình ngủ cả ngày canh lúc nó về tới mở cửa ra đụng ngay mặt nó nhìn nhau cười 😂,"[0, 2, 3]"
11555,Nữ sao đánh lại nam 🤣,[0]
tik017228,tự ti về làn da nhiều lúc chụp hình thấy mình rất nổi bật tại đen nhất 🙁,"[21, 20, 19]"
4697,nguy hiểm thật ... suýt nữa tao ảo tưởng con mẹ nó luôn rồi ..,"[10, 16, 13, 25]"
6260,ngô ̀ i đo ̣ c bình luận chu ́ người no ́ tag người yêu va ̀ o ma ̀ sô ́ người mu ̃ i la ̣ i cay =)),"[0, 25, 24]"
665,cứu em nó với,"[16, 17, 6, 21]"
1814,chi tiết đẹp đấy,"[8, 11]"
tik012180,mãi đến sau này tôi mới biết. họ không yêu tôi. nhưng vẫn chọn tôi. sống với 1 người không yêu mình thì hiểu rồi đó,"[12, 18, 21]"
6240,ước mơ nhỏ nhoi của tao là được làm chị mà không thể nào làm được huhu,"[20, 21]"
23769,"Phim siêu hay luôn, xem đi mn","[1, 2, 0]"
659,sến đụ dễ sợ 😑,"[23, 25]"
tik002573,nhung hoan canh nên giúp nè các bạn,"[6, 11]"
tik023718,tự hào quá 😍,"[7, 3]"
1168,người gì đâu mà dễ thương quá chờiiiii,"[0, 3, 8]"
tik016571,Tự tin nênn:)! Các nàng sinh ra để TỎA SÁNG!,"[5, 7]"
4186,tội quá . thương em,"[6, 21, 22, 3]"
you005630,Ai biết,"[14, 25]"
13787,Cu Ninh công nhận. Ra c.a kiện cho nhà ấy mất mấy chục,"[24, 25]"
29336,Pham Hoang Nam là con này.wap lại thôi bro,[25]
23090,Viet Anh đẻ chục đứa kh đặt hết tên 🙂,"[0, 2]"
4849,hẳn là thần tài . mê tín vãi,"[0, 26, 23]"
800,"đẹp , dẽ thương mà","[2, 8, 3, 6]"
30433,Hằng Nhi làm gì đc nó mà tới công chuyện :)),"[0, 25]"
14861,Huu Khanh Pham cháu ngoan bác Lú hả?,[23]
17276,"Đông Tà có việc làm thì cũng có thời gian nghỉ ngơi, trong lúc nghỉ ngơi họ lên mạng bình luận thì có nghĩa là họ không cố gắng ạ??????","[25, 26]"
3214,per gặp tao chắc tao đái trong vần 😅😅,"[16, 17]"
6977,Sỉn Cùn đi thang máy cũng bị cửa thang kẹp mỏ thôi e 😄,[0]
tik023697,gặp nữa nè,"[1, 2]"
red000065,"Chính cái suy nghĩ đàn ông thì không được khóc đã tạo nên những ức chế vô hình trong lòng con người. Khóc cũng là cách để giải toả mọi ấm ức, căng thẳng. Kìm nén quá về lâu dài rất dễ hình thành vấn đề tâm lý và sẽ bộc phát khi có kích thích từ bên ngoài. Nhưng cũng cần xem xét việc khóc quá đà, đụng gì cũng khóc mà hông thể kìm nén dù cho cái nguyên nhân chẳng to tát gì mấy thì đó cũng là một vấn đề bất ổn cần được chú ý.",[26]
1651,"chuẩn . tao mà chơi hoặc làm việc cùng bọn con gái tính công chúa một thời gian thì tao ngày nào cũng sờ troét , sau đó bị trầm cảm .","[23, 25]"
tik014486,"nhan sắc của chúng ta như thế nào cũng đc, miễn là chúng ta tốt thì sẽ được quan tâm nhiều 😌","[5, 6]"
3460,ko nên nhé các cụ .... hãy cho họ 1 cơ hội ... hãy nhìn sự việc từ nhiều khía cạnh khác nhau,"[5, 6]"
you002150,Em thật sự không biết phải ntn<br>Khi điểm thi cấp 3 quá kém😔<br>Tất cả mọi người đều nhìn em bằng ánh mắt khác và không ai nghĩ những cố gắng những gì trước đó của em là sự thật đều nghĩ đó là nhờ cái này nhờ cái kia<br>Em không muốn đi đâu 😔 chỉ muốn ở nhà em không muốn tiếp xúc với ng khác 😫...<br>Giờ em kh biết mình nên cố gắng vì cái gì??? Hoàn toàn kh có điểm tựa 💔<br>• nỗi thất vọng tràn trề về sự thất bại của mình •😔,"[18, 19, 21]"
32929,"Trung Hậu Cô con gái cũng đỉnh lắm,có tài năng thực sự","[7, 8]"
32545,Cho hỏi sau này ra tòa án thằng kia có bồi thường thiệt hại cho nhà nghỉ ko ạ.,"[14, 20]"
tik023820,TỰ HÀO VÌ MÌNH LÀ NGƯỜI VIỆT NAM 🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳❤️❤️❤️❤️❤️❤️,"[7, 3]"
5316,per giờ thằng gù nhà thờ chạy đi đâu đây :(,"[21, 25]"
tik023078,"tôp 1 TG có nhiều chủ tịch nhất
tôp 1TG có nhiều GS vs T.Sy nhất
Tốp 1 TG về lan đột biến 😂😂😂","[23, 0]"
14809,May mà mẹ không đi,[10]
18191,"K quen, k biết mà đau đến nao lòng,cầu mong  cô gái xinh đẹp siêu thoát con nhé","[21, 22]"
tik012561,"Cố gắng lên, tôi cũng như bạn cũng vì hai chữ tương lai nên cố gắng từng ngày","[5, 6]"
tik023115,"Tôi yêu Việt Nam của tôi. Tuy còn khó khăn, nhưng chắc chắc sẽ phát triển mạnh mẽ.","[3, 5, 7]"
679,địt mẹ đời tao,"[24, 23]"
1185,nấu kiểu này ngon lắm luôn 😋😋,"[0, 2, 4]"
16353,kẻ bất hiếu ắt sẽ bị trời đánh....,"[24, 26]"
tik015881,tuy có nhan sắc vạn người chê nên làm gì cũng zui cũng tự tin=)),"[0, 7]"
tik024020,thật là nghiêm trang nghiêm túc,"[8, 27]"
5503,mua con lợn 50k được lì xì 40k . ok em ổn,"[0, 2, 10]"
30835,"Với vi phạm này, chị Đ.T.N. bị phạt 17 triệu đồng, tước bằng lái 6 tháng.",[27]
26623,Là con người có thể nghèo tiền nghèo bạc chứ đừng nghèo nhân cách và đạo đức,"[24, 26, 11]"
thr000343,"Mình cũng từng đau như vậy, nhưng mà day dứt quá thì hạ cái tôi xuống 1 lần để năn nỉ là đủ rồi, đừng hạ thêm, người ta không quan tâm đâu","[21, 18]"
tik014491,tui cảm thấy mik k tự ti đến vậy đâu ạ tui còn thik đc để da ngăm hơn là da trắng ấy nên là mấy bn da ngăm đừg tự ti nha,[5]
32095,Trời ơi ! Mình cũng đã từng có tuổi thơ như thế . Xem hình nhớ ngày xưa quá 😩,[21]
12545,Thuận từ bé đã rất ích kỷ. Bố mất sớm . Đến mẹ cô cũng phải từ bỏ tình cảm của mình vì cô . Khi trưởng thành cay nghiệt với chồng con . Một người chị dâu như Linh cũng bị cô sỉ vả ko coi ra gì . Trong gia đình ai có một người phụ nữ với tính cách này . Đều mang lại bất hạnh cho những người thân của mình. Xem phim mà  thấy ghét nhân vật này quá đi!,[24]
you001833,Tks,[9]
12756,Ngày xưa nhiều nguoi tung hô ba này lắm nè.xong có nguoi bảo là giọng nói và ánh mắt ba này.....thế la bị cả hội nhao vào🤣,[0]
you001004,"Em năm nay 16t, em cảm thấy rất may mắn vì được xem các video của anh. Nó đã hoàn toàn thay đổi tư duy và lối suy nghĩ so với em của 1 năm trước. Cảm ơn anh rất nhiều vì những gì anh đang làm. Mong anh có thể làm thêm nhiều video về chủ đề tài chính ❤","[9, 4]"
4947,per đúng là như thế,"[12, 11]"
31632,sao nhà nước lại để như vậy nhỉ nạn săn bắt chim tự nhiên vẫn còn quá nhiều 😟,[24]
32536,"Xiêng Mỹ Ngà e 32t rồi, ko có hứng thú vs đàn ông😓
Cảm giác bc vào chuyên yêu đương vs kết hôn là bao nhiêu nỗi sợ hãi bủa vây. Ko bt hết đời có gặp dc ai cho mình cảm giác an toàn ko nưa😭","[16, 17, 20, 21]"
tik002942,"Cho xin địa chỉ, họ tên để gửi đồ tặng ạ","[14, 6]"
tik013197,"làm gì có ai biết trước con đường mình đi là sai hay đúng, cứ bước đi tiếp thôi và nhìn về phía trước (à mà nói thế ko có nghĩa là chọn con đường đi ngược lại với với đạo đức đâu nhé) cố gắng lên🍀","[5, 6]"
tik015686,mặt lệch + gầy + da ngăm tự ti thật sự đi ra ngoài lúc nào cx phải đeo khẩu trang + mặc áo đp,"[21, 20, 19]"
23833,Chính xáccc,[11]
1116,biết là đau lòng nhưng sao bản thân vẫn muốn biết nó,"[14, 21]"
tik005490,Có ai bị nhột k chứ tui nhột thật . 😂. 30+ rồi vẫn còn bị😂. Chuyện xui rủi chắc tui mún 🫢,"[0, 19]"
5515,biết ngay anh per lại mượn đầm của vợ :)))),[0]
tik011988,mình hối hận rất nhiều thứ,[18]
20023,coi phim kẻ săn người qua 180p xong rồi học theo😡,"[24, 23]"
4950,dhs nhìn thằng đầu tiên trông ớn vãi :| chị em bg thích style lạ ghê ta :| bá khí ????,"[13, 23, 26]"
you002278,Ko thể tin dc 😯 Hơn một năm trước em gần như rơi vào trầm cảm và em đã vượt qua bằng đúng mấy cách đó.  Ko ngờ chị cũng làm như vậy ☺,"[12, 13]"
2169,per dume lần sau có tỏ tình thì cũng 1 vừa 2 phải thôi,"[25, 26]"
975,chắc kiếp trước gieo nghiệp kiếp này phải gánh thôi,"[21, 20, 18]"
4563,đọc xong nước mắt ứa ra,"[21, 22]"
14885,Vũ Hữu Tiến gặp chúng làm chuyện gai mắt mà bạn nhỡ miệng góp ý là có thể bị đánh hội đồng ngay.,"[16, 17]"
24910,Hay qua,"[2, 11]"
tik013315,"Chọn lại thì chọn ngay từ đầu bản thân ko nên có sự tồn tại nào trên cõi đời này. Nhanh gọn, đỡ đau đầu. Quá stress rồi😩","[22, 21]"
12738,Đang có con nhỏ nhìn video mà phát khóc. Pháp luật nên xử lý thật mạnh với những con người như thế này,"[21, 24, 22]"
tik018956,môi thâm tự ti ác luôn 🙃,"[21, 19]"
11762,Chỉ cần bảo em đói là có ngay bát mỳ,"[3, 6]"
x000470,"@Hien2021 Khi còn trẻ còn hay cãi lời ba mẹ, lớn lên rồi mới thấy cha mẹ yêu con biết bao, thạnk bạn chia sẻ nhé","[9, 3, 12]"
3481,"không có sức hút thì tao vẫn cắt , mùa hè để tóc dài nóng thấy mẹ","[25, 26]"
19279,Nhiều thế? Cấp số nhân thì không biết sẽ như thế nào?,"[14, 17, 15]"
28894,Đức Nhân Apple Danh hỏi ngta biết Danh là ai không mà giờ Danh trốn thế này nên mọi người vẫn chưa biết được Danh là ai 🤣🤣🤣,[0]
1432,thanh niên leo lên cao để theo dõi thời tiết để thông báo cho người dân đi cấy thật cảm động,"[2, 6, 8]"
6888,"bố bạn ý chửi nhẹ đấy , bố mình chửi là chỉ mong đầu thai vào nhà khác 😬","[25, 20]"
you001923,"Gửi mình của thứ bảy tuần sau : Mọi chuyện ổn chứ, đã hết lo chưa?","[6, 10, 17]"
25743,Thuỳ Dung ùa đánh đúng lắm bữa nào tới con cháu hay dòng họ của mày bị đánh vậy đi rồi mới đúng,"[24, 25]"
21539,Thanh MaiKhò Khò ava :))))),[0]
x000943,@Nesaragesaraknm Yes !,[11]
68,t chắc bỏ nhà ra đi khi ở với bố mẹ kiểu này quá . vẫn may bố mẹ tao không hề giống này tí nào,"[10, 20, 25, 5]"
tik011782,t đã hối hận khi đã lựa chọn đi bước nữa hối hận thật sự,[18]
you005901,Đủ 5/5 rồi. Mik hay tưk vs những j gđ nói và còn khóc nx. Mik nghĩ tiêu cực rất nhiều r (và bây h cx nghĩ),"[11, 24, 22]"
840,"thích chị này nhất phim í , bé bé xinh xinh lại diễn rất đạt :3 . hy vọng mai sau sẽ có bước tiến lớn và thành công hơn nữa < 3","[3, 5, 8, 2]"
23471,Thu Huyền Bị lotte lạc long quân phát hiện đi ăn lotte hàng than. =)),[0]
31027,"Nhà nước phải ra luật cấm thịt chó thì còn đỡ dc chút. Còn quán Cầy tơ, cầy 7 món là còn nạn trộm cấp chó.",[24]
tik023568,tự hào vl😂,"[7, 0]"
tik001560,Muốn gời cho chi bằng cach nao e,[4]
1075,"ờ phải rồi , nói hay lắm . đến lúc nó đậu trước cửa nhà mình cả ngày xem có nhảy lên như khỉ đỏ đít không ?","[0, 25, 24]"
31740,Anh 7 vẫn có WC-C1-CGV-QBV mà sao tính có 2 ng thế nhỉ. EURO=WC mà 🥲,"[15, 20]"
17306,Nam Nguyễn Bạn có thấy adm đang xào bài của Tầu không nhỉ=),[0]
tik011237,Lúc lớn lên được tí biết suy nghĩ hơn thì chẳng còn ai để trân trọng,"[21, 18]"
32119,"mưa thì dột tè le nửa kìa,","[25, 27]"
x000866,@LamDao91127029 uwmk mình ở Tây BẮc nhaaaaa,[1]
tik023424,thật sự đi xa mới nhận ra một điều việt nam là nơi đáng sống nhất . cả về con người và tất cả mọi thứ . yêu việt nam 🇻🇳,"[3, 7]"
tik009014,thương bà ngủ chưa🙂,[6]
3662,"con bé xinh nhờ , khốn nạn là cái thằng edit video ý :)))","[24, 25]"
3940,móe . con nhện . cười đau cả ruột .,"[13, 2]"
you000576,thật sự những thứ a nói thì gần như có hết trong nguyên tắc khắc kỷ,"[12, 11]"
tik023641,Chắc an toàn nhất😂😂,"[0, 5, 10]"
2285,sao không cắt móng chân cho em ... nhìn mặt cute mà thấy móng chân em sợ phết,"[23, 6]"
16066,Cảm ơn chị đã giúp chú. ❤️ chú đúng là người đáng thương,"[9, 21, 3]"
17173,Thương quá nhưng chủ cũ bỏ rơi con thật ác quá,"[21, 24]"
31566,Ôi chùa dễ thương ghê 🤣🤣,[0]
11297,"Bằng tuổi con mình, đọc tint hấy thương con quá, 11h trên xe không biết con đã hoảng loạn đến mức nào. Đề nghị truy cứu hết những người có liên quan từ tài xế, cô bảo mẫu và giáo viên chủ nhiệm. Sự tắc trách, thờ ơ mới dẫn đến hậu quả đau lòng như vậy. Không có quy trình làm việc, quy trình đón trả trẻ, nhà trường cũng phải chịu trách nhiệm trong việc này.","[21, 25, 22]"
3330,có lưu luyến thì lưu luyến người mình thích chứ lưu luyến gì cái trường đấy 😶,"[26, 24]"
17076,🙏🏼🌈❤️🙏🏼🙏🏼,"[3, 9]"
30924,Hồ Yên chị xem thấy dám quay đầu xe trên đường cao tốc pháp vân cầu giẽ thì phải,"[25, 26]"
tik024167,tác phong chuẩn của lính đặc công VN ta🥰🥰,"[7, 3, 8]"
3059,"per vì ss thích coi nặn mụn , c cũng ráng coi hết và cái kết có hậu 😂😂","[0, 2]"
3011,đẹp quá 😆 vi diệu,"[2, 8, 1, 13]"
tik018429,"cap của vid này tiêu cực vậy? mn đừng nghĩ theo hướng tiêu cực như vậy, cứ chăm chút cho bản thân chỉnh chu nhất có thể là được, rồi cứ tự tin làm những gì mình thích, k phải ngại gì cả","[26, 5]"
23036,Bố cái thằng chó chết này,"[24, 23]"
15515,Mạnh Hưng chúng ta phải nhìn vào điểm tích cực sẽ thấy lạc quan :v,[5]
3947,phần còn lại là nỗi nhớ và những lần thở dài :((,"[21, 22]"
19267,Sợ quá,[16]
tik016372,@AnhQuân🐧🐧 hmm,"[15, 27]"
you001256,hay quá thầy ơi,"[2, 11]"
12551,"Đây cũng là lời cảnh tỉnh cho bao bà mẹ luôn đặt kì vọng vào con lớn quá gây áp lực học tập cho con , quên sự hồn nhiên ngây thơ … của con rồi đến khi hối ko kịp …!","[18, 20, 21]"
tik015200,xấu quá nên phải đeo khẩu trang dô t mới bớt ngại á tr😔,"[19, 21]"
2268,thính thơm không,"[27, 0]"
180,"lạ lùng nhỉ , cưỡng hôn trong thang máy thì phạt có 200k coi thường phụ nữ , bây giờ phạt 10 triệu vì đàn lợn chết (???)","[26, 23]"
you001178,Thật tuyệt vời cảm ơn thầy đã chỉ để cho tâm lý vững vàng ạ,"[9, 12]"
tik012958,Nên học sp kh mn😇,[14]
16086,"Thương quá, chúc chú nhiều sức khỏe...!","[6, 21, 3]"
tik023114,Tự hào 🥰,"[7, 3]"
30137,Yak-130 là đồ mới mà 🤐 quả này bắt đền nga mấy cái su-35 😁,"[0, 1]"
you002483,"chị ơi, còn tích cực quá thì có ổn không ạ<br>chuyện gì cũng nghĩ tích cực liệu có hiệu quả trong cuộc sống không ạ",[15]
2759,hôm nay đi qua vẫn thấy nói chuyện thải chảy thẳng ra sông thì bao giờ mới sạch được ... haiz,"[20, 21]"
1594,tội quá ! nuôi mà không chăm sóc,"[21, 25, 24]"
tik021866,Tại e hướng nội 😳,[19]
31402,"phong độ ngon như hôm nay thì hôm qua có khi lụm được Đài rồi, nay đánh với TQ sòng phẳng thế mà, nên nhớ TQ không hề yếu 1 chút nào, nice try các chàng trai, như này thì VN cũng tự hào rồi, giữ vững tinh thần tiến bước, cho khu vực VCS nở mặt trong kì CKTG nào","[5, 7, 8, 1]"
6934,Xung quanh chỗ T ở cũng toàn mỏ cá sấu vậy ko đó 🤣 ko dám giao du vs ai là có thật 🤣,[0]
tik011440,"Cố gắng yêu thương nội nhiều nhất có thể chứ ko đến khi nội đi r thì hối hận nhiều lắm, riêng bản thân mình thì ko còn cơ hội để yêu thương lại nội nx😞","[21, 22, 18]"
tik020262,@tTrong 😳,[19]
22763,Mình k dám xem hết video,"[16, 17]"
tik023803,tự hào ghê,[7]
32481,Tú Ngân Vừa mới xemm đc clip k dám xem hết hãi quá.máu lạnh.xemm clip bên Tin Tức 24h,"[16, 23]"
1052,đẹp đôi vãi 🤩,"[8, 1]"
you002300,Có vẻ chị hợp với cái áo này,[11]
tik024043,10 điểm🥰.Không có nhưng,"[3, 11, 2]"
12478,"Quách Thanh Thủy để có dc con đã khó, nuôi dạy còn khó hơn các mẹ ạ. Nhiều lúc nịnh ko dc, nặng cũng ko được chỉ biết uất thôi😂","[0, 25, 20]"
3643,"quán này chắc không đông , đang ăn mà thấy có mà ói","[23, 25]"
1795,"ngày xưa có đĩa phim này . bố đi công tác về thấy cái đĩa tên là "" cô dâu 15 tuổi "" . má ăn chửi sấp mặt ...","[0, 13]"
4719,bé giỏi toán quá nên cô giáo mất dạy luôn,"[7, 8]"
30444,Chúc mừng cụ Trump🚀🎉,"[1, 2]"
1955,ma thì làm sao đáng sợ bằng vợ hả người anh em thiện lành ??????,"[0, 16]"
33674,Mua Gio thôi thôi😌,[26]
tik018128,Với mình sức khoẻ và trí tuệ là số 1,[27]
x000653,"@july107193 Đến cuối cùng rồi thì... buông hết khi tới cuối đời, nếu bạn không học đc cách buông bỏ dần thì tâm bạn sẽ không thể nhẹ nhàng và thanh thản khi ở cuối con đường.","[12, 21, 10]"
6525,t thì thik cầu này vãi ... kiểu mấy người năng động thì sáng nào đi qua cầu này cũng vui,"[0, 2]"
tik020820,tao còn thay đồ trước mặt đám bạn thân 😫,[18]
32910,Tran Diem má nó là hoa hậu à hông coá đẹp kkkk,"[0, 26]"
tik010259,t nhớ năm nào ông nội t cx v á,[21]
3977,per câu chuyện này thú vị nhỉ ?,[14]
23093,Nhìn mặt e coi có quan tâm hong😊,"[14, 6]"
tik024081,tôi từng là lính lăng bác nên tôi hiểu tự hào dân tộc là gì,[7]
tik012342,Tôi hận chính bản thân mình .,[18]
884,nếu cảm thấy không làm được thì nghỉ làm đi . đã xin đi làm thuê thì phải chấp nhận thôi . kêu than cái gì,"[25, 26]"
tik023213,"Việt Nam á , "" luôn trong tim tui ""","[3, 7]"
316,đéo thể tin tưởng một ai được,[20]
tik013439,Cpi đây,[17]
you001077,Tr oi có vid mới ruii,[1]
tik014287,"Ngại nhất là khi nói chuyện mà ngta nhìn vào mắt mình,tôi luôn né tránh nó","[17, 19]"
425,giáo viên tiếng anh mà không biết tiếng anh ?,"[15, 26, 23]"
3152,ghê thật,[23]
24890,😘😘😘,[3]
28890,Trương Hạnh Công Dân qua mua hòm ủng hộ cho thực tế chứ chúc không thảo mai quá bạn,"[25, 26]"
26246,"Liliana Knight thật, sn 1997 mới 27 tuổi :(","[20, 21]"
27306,"công nhận🥲 hồi bé khs sợ tiếng mèo kêu lắm nên không thích mèo. Đêm nhìn ra cửa số thấy con mèo mắt nó sáng còn kêu như kiểu tiếng trẻ em khóc…🥶 Mà giờ thì hết r, bọn mèo xâm chiếm hành tinh r, k ghét được nữa🐧","[10, 12, 3]"
tik011958,Cho mifnh hỏi nhạc tên gì vậy ah,[14]
tik021079,tao mắc cỡ,[19]
tik016470,dung vayy,[11]
19981,"Y như phim luôn trời, khiếp thật 😰","[13, 16]"
23120,Trâm Nguyễn tên con em đặt 😅😅😅 cả nhà ai cũng chịu đó nó đâu chịu đâu cuối cùng của phải chịu kk,"[0, 10]"
tik013349,"T 32r , đang 1 mình nuôi 2 đứa con và lo cho ba mẹ 🥺🥺🥺",[21]
20016,Giống phim nhân cách bí ẩn của hàn ghê,"[12, 13]"
2804,sao đũy đó có thể mập được vậy nhỉ,"[13, 14]"
21372,Nam mô a di đà phật 🙏🙏🙏,"[9, 10]"
30183,Lê Trọng Lực thật ra cũng có nhưng họ cách 4-50m bro ạ. Nên cũng đỡ đụng chạm. May mà chủ nhà xây xong là mình thuê lại nên trc đó họ ko có xích mích với ai kkk,[10]
you005221,Hoá ra đây là bản gốc,"[12, 13]"
17465,"Nguyễn Dương Ánh Nguyệt nhiều khi đây k phải là vợ mà cũng chỉ là sugar baby, xui xui bữa đó lại trùng lịch 😆",[0]
26552,"Tô An Yên  Đinh chửi nó ngu như chó, mà nghĩ lại nói thế thì tội con chó 🙁","[24, 25]"
18515,"rồi đăng lại lên đây thì che đi chứ, giờ thì cả nước biết :D","[0, 25, 26]"
6545,fa đéo thích video này 😏,"[23, 25]"
2230,per em đã tìm ra giải pháp thiết kế rồi nhé :))),"[2, 10, 1]"
28868,Long King đụng là tụng chớ..😁,[0]
28410,Út Bo kinh dị vậy trời🥲🥲🥲,"[16, 21, 23]"
17098,Xem mà cảm thấy thương lắm tôi đã khóc 😢,"[21, 22]"
27582,Đọc cmt nhiều người hãm thật sự,"[23, 25]"
1110,kiểu gì chả chết ? đá to như kia thoát sao nổi ?,"[16, 21]"
3734,tiền nhiều để làm gì ? để rồi lại chia ly,"[20, 21]"
tik012168,"tôi hối hận mọi thứ, trừ con 😥","[18, 3]"
6943,"Mọt Già.
Trái tim ❤ có tội tình chi mà bắt nó phải khoác áo nâu sồng 🤣🤣🤣","[0, 3]"
5410,"khiếu nại cái gì khi cả bọn nó bao che cho nhau làm lớn thì sợ ảnh hưởng tới bộ giáo dục cho lên chúng sẽ ?,","[25, 26]"
32143,"Tớ cũng học ngồi trường như này , hình ảnh ấy vẫn đẹp","[2, 8]"
you001588,2025 vẫn xem,[27]
30905,Đi ngược chiều cao tốc Còn nhận biên bản là may đấy,[25]
3679,"loại này nó vậy , y con chó nhà mình .. hjjjj","[12, 11]"
31738,Chíp Ng Jr. thế mà đéo lấy đc ortamedi cũng suýt lấy 2 cái cùng aghen đấy dễ quá mà,"[20, 25]"
x001433,"@nangoc84 làm poscat này còn hơn cả làm yotube, cảm giác tương tác dễ hơn nhiều, gân gui","[1, 2]"
1913,per bữa nào làm thử mày,"[1, 14]"
3540,thề lun anh ấy rất kĩ thuật lun á,[8]
4364,per ý nghĩa giống phim không ???,"[14, 15]"
30132,Cầu mong các anh bình an trở về!,"[5, 6]"
2703,"mỏi lần làm phiền và sát hại bao nhiu con kiến , tôi không tu hành nhưng làm thế vì miếng ăn ác ôn quá ngon lành gì","[23, 26]"
1109,nhà tao cũng gần mà tao không bao giờ dám đi đêm,"[16, 17]"
x000197,@bachung_it Bình yên hẳn anh ạ,"[10, 6]"
tik000067,Đồng tình với bà 👍,[11]
tik012073,🙏🏻🙏🏻,[9]
6197,thế mà lại có người bảo đầu tao như đầu bùi :(( dume đánh chết cha giờ :)),"[0, 24, 25]"
20867,Trần B.Chiêu thằng đó nó chăn dắt đó,"[24, 23]"
